1;Rua A;True;1,2,3,4,12;
2;Rua B;False;12,5;
3;Rua C;False;5,6,7,8;
4;Rua D;False;8,13,22,32;
5;Rua E;True;1,9,14;
6;Rua F;False;2,10;
7;Rua G;True;10,15,16;
8;Rua H;True;9,10,11;
9;Rua I;False;9,15;
10;Rua J;False;3,11;
11;Rua K;False;11,19,12;
12;Rua L;False;6,12;
13;Rua M;Flase;19,20;
14;Rua N;False;20,21,22;
15;Rua O;True;7,31;
16;Rua P;True;14,16,17,18;
17;Rua Q;False;18,29;
18;Rua R;True;14,23,33,42,52;
19;Rua S;True;23,25,27,28,29,30,31,32;
20;Rua T;False;25,24,26,27;
21;Rua U;False;29,38;
22;Rua V;False;32,41;
23;Rua W;False;37,38,39,40,41;
24;Rua X;False;40,50;
25;Rua Y;False;41,51;
26;Rua Z;False;42,43,44,45,46,47,48;
27;Rua A1;True;43,34;
28;Rua B1;True;44,35;
29;Rua C1;True;46,36;
30;Rua D1;True;47,37;
31;Rua E1;False;43,53;
32;Rua F1;False;45,56;
33;Rua G1;False;53,56;
34;Rua H1;False;52,54,55,56;
35;Rua I1;True;57,58;
36;Rua J1;False;57,59;
37;Rua K1;True;59,60;
38;Rua L1;False;48,60;
39;Rua M1;True;60,61,41,62;
40;Rua N1;True;62,50,64;
41;Rua O1;False;62,63;
42;Rua P1;False;51,63;
43;Rua Q1;False;52,66,75,74;
44;Rua R1;False;74,65,52;
45;Rua S1;False;74,80;
46;Rua T1;False;59,67,69,76;
47;Rua U1;False;61,68,70,77;
48;Rua V1;False;76,77,87;
49;Rua W1;True;75,82,83,84,85,86,87;
50;Rua X1;False;80,81,91;
51;Rua Y1;False;91,92,93;
52;Rua Z1;False;91,90,95,96,97;
53;Rua A2;False;97,98,99;
54;Rua B2;False;99,85;
55;Rua C2;False;85,97;
56;Rua D2;False;86,98;
57;Rua E2;False;93,99;
58;Rua F2;False;87,94,100,93;
59;Rua G2;False;63,73,78,89,100;
60;Rua H2;False;64,72,73;
61;Rua I2;False;64,71,79,88,94;
62;Rua CAL62;True;90,101,111,121,131,141,151,161,171,181,191,201,211,221,231,241,251,261,271,281,291,301,311,321,331,341,351,361,371,381,391,401,411,421,431,441,451,461,471,481,491,501,511,521,531,541,551,561,571,581,591,601,611,621,631,641,651,661,671,681,691,701,711,721,731,741,751,761,771,781,791,801,811,821,831,841,851,861,871,881,891,901,911,921,931,941,951,961,971,981,991;
63;Rua CAL63;False;101,102,103,104,105;
64;Rua CAL64;False;106,107,108,109,110;
65;Rua CAL65;False;111,112,113,114,115;
66;Rua CAL66;False;116,117,118,119,120;
67;Rua CAL67;False;121,122,123,124,125;
68;Rua CAL68;False;126,127,128,129,130;
69;Rua CAL69;False;131,132,133,134,135;
70;Rua CAL70;False;136,137,138,139,140;
71;Rua CAL71;False;141,142,143,144,145;
72;Rua CAL72;False;146,147,148,149,150;
73;Rua CAL73;False;151,152,153,154,155;
74;Rua CAL74;False;156,157,158,159,160;
75;Rua CAL75;False;161,162,163,164,165;
76;Rua CAL76;False;166,167,168,169,170;
77;Rua CAL77;False;171,172,173,174,175;
78;Rua CAL78;False;176,177,178,179,180;
79;Rua CAL79;False;181,182,183,184,185;
